Title,CompanyName,CompanyIndustry,CompanySize,VolunteerExperience,VolunteerEducation,CompanyLocation,CompanyPayment,CompanyWorktype,EmploymentType,Benefits,Link
EHL BIO 업무용 차량 운전원 모집 ,,,,,,,,,,,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CSI&iorgGbcd=CSI&callPage=detail&wantedAuthNo=47810508&rtnTarget=list8&pageIndex=11&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&srcKeyword=%EC%99%B8%EA%B5%AD%EC%9D%B8&regionArr=[Ljava.lang.String;@5436d28b&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&codeDepth1Info=11000&codeDepth2Info=11000&srchJobNum=0&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=10&keyword=%EC%99%B8%EA%B5%AD%EC%9D%B8&&onlyTitleSrchYn=N
[외국계기업] 조광요턴(주) 대졸 신입사원 채용 ,,,,,,,,,,,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CIN&iorgGbcd=CIN&callPage=detail&wantedAuthNo=2403190000324&rtnTarget=list9&pageIndex=11&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&srcKeyword=%EC%99%B8%EA%B5%AD%EC%9D%B8&regionArr=[Ljava.lang.String;@5436d28b&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&codeDepth1Info=11000&codeDepth2Info=11000&srchJobNum=0&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=10&keyword=%EC%99%B8%EA%B5%AD%EC%9D%B8&&onlyTitleSrchYn=N
(사)희망365 안산시 외국인주민 한국어교육 강사 모집 ,,,,,,,,,,,https://www.work.go.kr/empInfo/empInfoSrch/detail/retrivePriEmpDtlView.do?searchInfoType=CSI&iorgGbcd=CSI&callPage=detail&wantedAuthNo=47809683&rtnTarget=list10&pageIndex=11&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&srcKeyword=%EC%99%B8%EA%B5%AD%EC%9D%B8&regionArr=[Ljava.lang.String;@5436d28b&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&codeDepth1Info=11000&codeDepth2Info=11000&srchJobNum=0&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=10&keyword=%EC%99%B8%EA%B5%AD%EC%9D%B8&&onlyTitleSrchYn=N
인사팀 신입/경력 채용 공고(정규직)-2명 ,극동가스케트공업(주),자동차 차체용 신품 부품 제조업,중소기업,관계없음,대졸(2~3년) ~ 대졸(4년),"인천광역시   남동구  남동대로 332  (남촌동, 37블럭 12롯트)","연봉
                  
                    
                      3,200만원
                    
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 없는 근로계약,"통근버스제공
                    
                    
                    
                      식사제공(1식)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K150012403180151&rtnTarget=list1
양식원 모집 ,양식장,양식 어업,,관계없음,학력무관,"전라북도   군산시  옥도면 신시도1길 4, 인근해역 해태양식장","시급
                  
                    
                    
                      
                      9,860원
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 없는 근로계약,"기숙사제공
                    
                    
                    
                    
                      식사제공(3식)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K161322403180031&rtnTarget=list2
농업관련단순노무자 모집 ,수리재수농원,채소작물 재배업,,관계없음,학력무관,경기도   여주시  흥천면 수리재길 21,"시급
                  
                    
                    
                      
                      9,860원
                    
                  
                  
                    이상",주 7일 근무,기간의 정함이 없는 근로계약,,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K151622403180026&rtnTarget=list3
농업단순노무자 모집(버섯) ,영농조합법인샘골버섯농산,작물재배 및 축산 복합농업,중소기업,관계없음,학력무관,경기도   이천시  율면 임오산로 602,"월급
                  
                    
                      206만원
                    
                    
                  
                  
                  
                    
                      
                        ~ 210만원",주 6일 근무,기간의 정함이 없는 근로계약,"기숙사제공
                    
                    
                    
                    
                      식사제공(1식)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K151622403180025&rtnTarget=list4
선원모집 ,보림수산,양식 어업,,신입,학력무관,경상북도   울진군  죽변면 죽변항길 97,"시급
                  
                    
                    
                      
                      9,860원
                    
                  
                  
                    이상",주 6일 근무,기간의 정함이 없는 근로계약,"기숙사제공
                    
                    
                    
                    
                      식사제공(3식)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K141112403180087&rtnTarget=list5
(주)모노클-생산팀 사원 모집(외국인 가능) ,(주)모노클,광학렌즈 및 광학요소 제조업,중소기업,관계없음,학력무관,"충청북도   진천군  덕산읍 한천2길 13, 모노클","연봉
                  
                    
                      2,500만원
                    
                    
                  
                  
                  
                    
                      
                        ~ 2,800만원",주 5일 근무,기간의 정함이 없는 근로계약,"기숙사제공
                    통근버스제공
                    
                    
                    
                      식사제공(1식)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K171112403180088&rtnTarget=list6
자동차부품 사출 사원 모집 (주/야2교대) ,(주)세경,그 외 자동차용 신품 부품 제조업,,관계없음,학력무관,"충청남도   아산시  도고면 덕암산로 376, 진테크 內","시급
                  
                    
                    
                      
                      9,860원
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 없는 근로계약,,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K172122403180038&rtnTarget=list7
"물류직,유통. ",선진물류주식회사,기타 보관 및 창고업,중소기업,신입,학력무관,경기도   평택시  서탄면 서탄로 448-15,"연봉
                  
                    
                      3,600만원
                    
                    
                  
                  
                    이상",주 6일 근무,기간의 정함이 없는 근로계약,식사제공(1식),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K151712403180070&rtnTarget=list8
생산직 사원 모집 ,유한회사 궁전글로벌,그 외 기타 식료품 제조업,,관계없음,학력무관,"충청남도   서천군  장항읍 장항산단7길 57, 2층","시급
                  
                    
                    
                      
                      9,860원
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 없는 근로계약,"통근버스제공
                    
                    
                    
                      식사제공(1식)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K172222403180032&rtnTarget=list9
정규직 경리 사무원 구인 ,에이제이테크주식회사,광학렌즈 및 광학요소 제조업,중소기업,관계없음,학력무관,경상남도   김해시  장유로55번안길 35-40  (부곡동),"월급
                  
                    
                      230만원
                    
                    
                  
                  
                  
                    
                      
                        ~ 270만원",주 5일 근무,기간의 정함이 없는 근로계약,식사제공(1식),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K131312403180101&rtnTarget=list10
[2024년 K-시흥 대규모 채용박람회]] 해외영업부(해외영업팀) / 경영지원부(회계팀 ) 직원 모집 ,주식회사한립,주형 및 금형 제조업,중소기업,관계없음,학력무관,경기도   시흥시  엠티브이27로 30  (정왕동),"연봉
                  
                    
                      2,900만원
                    
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 없는 근로계약,"기숙사제공
                    
                    차량유지비제공
                    교육비제공
                    
                      식사제공(1식)
                    
                    
                    
                    직원대출제도",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJKO002403180027&rtnTarget=list1
한화오션(구 대우조선해양) 내 1차 협력업체 사상공 모집합니다. ,선조산업(주),선박 구성 부분품 제조업,중소기업,관계없음,학력무관,"경상남도   거제시  거제대로 3370, 한화오션(주) 내 (아주동)","시급
                  
                    
                    
                      
                      9,860원
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 없는 근로계약,"기숙사제공
                    통근버스제공
                    
                    
                    
                      식사제공(1식)
                    
                    자녀학자금지원",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K131522403180006&rtnTarget=list2
함께 일하실 분 모집합니다. ,참뼈(현곡점),음식점업,,관계없음,학력무관,경상북도   경주시  현곡면 용담로 535-5,"월급
                  
                    
                      265만원
                    
                    
                  
                  
                    이상",주 6일 근무,기간의 정함이 없는 근로계약,식사제공(2식),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K141122403180030&rtnTarget=list3
연근해 어업에 종사할 어선원 모집 ,백운수산,어업,중소기업,관계없음,학력무관,경상남도   남해군  이동면 성남로 188,"시급
                  
                    
                    
                      
                      9,860원
                    
                  
                  
                  
                    
                      
                      
                        ~ 9,860원",주 6일 근무,기간의 정함이 없는 근로계약,"기숙사제공
                    
                    
                    
                    
                      식사제공(3식)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K131462403180008&rtnTarget=list4
경영지원(인사/노무/영업지원) 채용 공고 ,주식회사주원이노베이션(JoowonInnovation),광학렌즈 및 광학요소 제조업,중소기업,"경력
	                 	
	                 	   (최소 1년 3 개월 이상)
	                  	
                  
                  우대",학력무관,충청남도   천안시  서북구 수레터1길 44  (차암동),"연봉
                  
                    
                      2,472만원
                    
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 없는 근로계약,"통근버스제공
                    
                    
                    
                      식사제공(1식)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K172112403180086&rtnTarget=list5
전장판넬 제작 및 로컬배선 외 정규직 직원 모집합니다. ,(주)서진이엔지,전기회로 접속장치 제조업,,관계없음,학력무관,충청남도   아산시  음봉면 월암로 385  (주)서진이엔지,"월급
                  
                    
                      270만원
                    
                    
                  
                  
                  
                    
                      
                        ~ 450만원",주 5일 근무,기간의 정함이 없는 근로계약,식사제공(1식),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K172122403180021&rtnTarget=list6
[2024년 K-시흥 대규모 채용박람회]] 생산직(MCT) 직원 모집 ,한립금형강(주),주형 및 금형 제조업,중소기업,관계없음,학력무관,경기도   시흥시  엠티브이27로 30  (정왕동),"시급
                  
                    
                    
                      
                      9,860원
                    
                  
                  
                  
                    
                      
                      
                        ~ 11,000원",주 5일 근무,기간의 정함이 없는 근로계약,"기숙사제공
                    
                    
                    
                    
                      식사제공(3식)
                    
                    
                    
                    직원대출제도",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJKO002403180023&rtnTarget=list7
모듈러사업부 생산직 사원 모집 ,주식회사유창이앤씨,그 외 기타 건축 마무리 공사업,중견기업,신입,학력무관,충청남도   당진시  석문면 산단7로1길 133,"시급
                  
                    
                    
                      
                      10,000원
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 없는 근로계약,식사제공(1식),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJNE002403180004&rtnTarget=list8
[스위치부품생산] 사출공장 직원 구인 ,재상전자주식회사,기타 전자부품 제조업,중소기업,관계없음,학력무관,"경기도   시흥시  구수미2길 18, 재상전자 사출사업부 (미산동)","월급
                  
                    
                      206만원
                    
                    
                  
                  
                  
                    
                      
                        ~ 206만원",주 5일 근무,기간의 정함이 없는 근로계약,,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K151412403180086&rtnTarget=list9
[자양동/2등급/여자/입주] 재가 요양보호사 모집 ,광진방문요양센터,방문 복지서비스 제공업,,관계없음,학력무관,"서울특별시   광진구  자양번영로11길 25  25, 송림식당 인근 주택거주 (자양동)","월급
                  
                    
                      340만원
                    
                    
                  
                  
                  
                    
                      
                        ~ 340만원",주 6일 근무,기간의 정함이 있는 근로계약,,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=P&callPage=detail&wantedAuthNo=DdA3052403182092&rtnTarget=list10&pageIndex=13&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&srcKeyword=%EC%99%B8%EA%B5%AD%EC%9D%B8&regionArr=[Ljava.lang.String;@a7da5c84&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&codeDepth1Info=11000&codeDepth2Info=11000&srchJobNum=0&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=10&keyword=%EC%99%B8%EA%B5%AD%EC%9D%B8&&onlyTitleSrchYn=N
생산직사원 모집(3조2교대) ,주식회사진성엠피,그 외 자동차용 신품 부품 제조업,,관계없음,학력무관,"경기도   화성시  마도면 마도공단로4길 17, (주)진성엠피 (인알파코리아 2공장 내)","시급
                  
                    
                    
                      
                      9,860원
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 없는 근로계약,"기숙사제공
                    통근버스제공
                    차량유지비제공",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJK6002403180018&rtnTarget=list1
기계제작 설비 보조사원 모집 외국인 초보자우대 ,오버홀,그 외 기타 일반목적용 기계 제조업,,관계없음,학력무관,경기도   광주시  초월읍 도평길110번길 48-6,"월급
                  
                    
                      250만원
                    
                    
                  
                  
                  
                    
                      
                        ~ 300만원",주 5일 근무,기간의 정함이 없는 근로계약,식사제공(1식),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K151652403180041&rtnTarget=list2
AI센터(정액생산) 생산직 구인합니다. ,농업회사법인 주식회사 팜스월드지지피 유전자연구소,양돈업,,신입,학력무관,"전북특별자치도   임실군  덕치면 장암2길 75, 관리사무소2층","월급
                  
                    
                      210만원
                    
                    
                  
                  
                  
                    
                      
                        ~ 210만원",주 5일 근무,기간의 정함이 없는 근로계약,식사제공(3식),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K161132403180072&rtnTarget=list3
수산물 손질.가공.포장 생산직원을 구인합니다 ,밥강도,수산동물 냉동품 제조업,중소기업,관계없음,학력무관,"전북특별자치도   군산시  내항2길 312, (수산가공동 402호) (해망동, 군산수산물특화단지)","월급
                  
                    
                      210만원
                    
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 없는 근로계약,식사제공(1식),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K161322403180025&rtnTarget=list4
(주)삼광모터스 경영지원팀 사원 모집 ,(주)삼광모터스,자동차용 신품 동력전달장치 제조업,중소기업,관계없음,대졸(2~3년) ~ 대졸(4년),"경상남도   사천시  사남면 공단1로 59-6, 삼광모터스","연봉
                  
                    
                      3,000만원
                    
                    
                  
                  
                  
                    
                      
                        ~ 3,200만원",주 5일 근무,기간의 정함이 없는 근로계약,"통근버스제공
                    
                    
                    
                      식사제공(2식)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K131412403180042&rtnTarget=list5
자동차부품 사출생산직 구함 ,대진산업,그 외 자동차용 신품 부품 제조업,,관계없음,학력무관,"경상북도   경주시  외동읍 대성안길 63, 대진산업","시급
                  
                    
                    
                      
                      9,860원
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 없는 근로계약,식사제공(1식),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K141122403180020&rtnTarget=list6
제조 단순 종사원 ,주식회사 인탑테크노,그 외 기타 전자부품 제조업,중소기업,신입,학력무관,경기도   화성시  향남읍 발안공단로5길 106,"시급
                  
                    
                    
                      
                      9,860원
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 없는 근로계약,"기숙사제공
                    
                    
                    
                    
                      식사제공(2식)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K151152403180136&rtnTarget=list7
"생산직 배합,압출사 모집 (외국인 근로자 포함) ",(주)경기에코텍,합성수지 및 기타 플라스틱 물질 제조업,중소기업,관계없음,학력무관,"경기도   화성시  장안면 신촌길 95, 경기에코텍","월급
                  
                    
                      210만원
                    
                    
                  
                  
                  
                    
                      
                        ~ 240만원",주 5일 근무,기간의 정함이 없는 근로계약,식사제공(1식),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K151152403180127&rtnTarget=list8
음식점 서빙 ,미소야 새터점,일식 음식점업,,관계없음,학력무관,"경기도   용인시  수지구 현암로 159, 미소야 (죽전동, 에코프라자)","월급
                  
                    
                      280만원
                    
                    
                  
                  
                  
                    
                      
                        ~ 300만원",주 6일 근무,기간의 정함이 없는 근로계약,,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K151132403180047&rtnTarget=list9
생산&가공 직원 모집(신입환영) ,주식회사덕윤다이캐스팅,알루미늄주물 주조업,중소기업,관계없음,학력무관,경기도   화성시  장안면 수촌길 120-59,"시급
                  
                    
                    
                      
                      9,860원
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 없는 근로계약,식사제공(1식),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K151152403180121&rtnTarget=list10
종합건설 경리 (경력직) ,주식회사현승건설,기타 토목시설물 건설업,중소기업,"경력
	                 	
	                 	   (최소 5년 0 개월 이상)
	                  	
                  필수",학력무관,"광주광역시   남구  봉선중앙로131번길 17, 4층 (주월동, 4층)","연봉
                  
                    
                      3,600만원
                    
                    
                  
                  
                  
                    
                      
                        ~ 3,600만원",주 5일 근무,기간의 정함이 없는 근로계약,,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K160012403180048&rtnTarget=list1
기계경비 출동대원 모집(인천지점) ,패트롤포콤주식회사,경비 및 경호 서비스업,,관계없음,학력무관,"인천광역시   남동구  인주대로 770, ３층 (구월동)","월급
                  
                    
                      250만원
                    
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 없는 근로계약,,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K120612403180052&rtnTarget=list2
온라인샵 포스터 커팅 작업 ,스튜디오혜다,예술품 및 골동품 소매업,,관계없음,학력무관,"세종특별자치시     시청대로 127, 301-3 (보람동)","시급
                  
                    
                    
                      
                      10,000원
                    
                  
                  
                  
                    
                      
                      
                        ~ 10,000원",주 5일 근무,기간의 정함이 없는 근로계약,,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K170082403180020&rtnTarget=list3
온라인샵 택배 박스 포장원 ,스튜디오혜다,예술품 및 골동품 소매업,,관계없음,학력무관,"세종특별자치시     시청대로 127, 301-3 (보람동)","시급
                  
                    
                    
                      
                      10,000원
                    
                  
                  
                  
                    
                      
                      
                        ~ 10,000원",주 5일 근무,기간의 정함이 없는 근로계약,,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K170082403180019&rtnTarget=list4
온라인샵 액자 조립 작업 ,스튜디오혜다,예술품 및 골동품 소매업,,관계없음,학력무관,"세종특별자치시     시청대로 127, 301-3 (보람동)","시급
                  
                    
                    
                      
                      12,000원
                    
                  
                  
                  
                    
                      
                      
                        ~ 12,000원",주 5일 근무,기간의 정함이 없는 근로계약,,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K170082403180018&rtnTarget=list5
경영기획팀 총무 관리자 충원합니다. ,(주)경희광주공장,그 외 기타 플라스틱 제품 제조업,,"경력
	                 	
	                 	   (최소 1년 0 개월 이상)
	                  	
                  
                  우대",고졸 ~ 대졸(4년),"광주광역시   광산구  하남산단3번로 14-12, 사무동 (경영기획팀)","연봉
                  
                    
                      3,280만원
                    
                    
                  
                  
                    이상",주 6일 근무,기간의 정함이 없는 근로계약,식사제공(1식),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K160042403180026&rtnTarget=list6
시설 요양보호사(격격일제) 모집 ,강변케어센터2,노인 요양 복지시설 운영업,,관계없음,학력무관,"서울특별시   광진구  구의강변로 35  35, 6층 (구의동)","월급
                  
                    
                      221만원
                    
                    
                  
                  
                  
                    
                      
                        ~ 221만원",주 5일 근무,기간의 정함이 있는 근로계약,,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=P&callPage=detail&wantedAuthNo=DdA3052403182057&rtnTarget=list7&pageIndex=15&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do?len=0&srcKeyword=%EC%99%B8%EA%B5%AD%EC%9D%B8&regionArr=[Ljava.lang.String;@cd599296&pageSize=10&firstIndex=1&lastIndex=1&recordCountPerPage=10&siteClcd=all&benefitSrchAndOr=O&areaRegion=11000&areaArc=1&codeDepth1Info=11000&codeDepth2Info=11000&srchJobNum=0&empTpGbcd=1&sortField=DATE&sortOrderBy=DESC&resultCnt=10&keyword=%EC%99%B8%EA%B5%AD%EC%9D%B8&&onlyTitleSrchYn=N
패션 디자이너 MD 정규직 채용공고 ,주식회사 제이유퍼,모피제품 제조업,중소기업,관계없음,학력무관,"경기도   수원시  영통구 덕영대로1556번길 16, C동 138호(영통동,디지털엠파이어빌딩) (영통동, 영통디지텔엠파이어)","연봉
                  
                    
                      2,000만원
                    
                    
                  
                  
                  
                    
                      
                        ~ 2,100만원",주 4일 근무,기간의 정함이 없는 근로계약,,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KF11922403180001&rtnTarget=list8
파주시 법원리 화장품 파우더가루 생산직 모집 ,주식회사 엘에스켐코리아,화장품 제조업,중소기업,신입,학력무관,경기도   파주시  법원읍 술이홀로934번길 36,"월급
                  
                    
                      250만원
                    
                    
                  
                  
                  
                    
                      
                        ~ 270만원",주 5일 근무,기간의 정함이 없는 근로계약,식사제공(1식),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K151822403180036&rtnTarget=list9
*[2024년 K-시흥 대규모 채용박람회] 생산관리 / 브레이카 단순조립원 모집 ,주식회사지비,건설 및 채광용 기계장비 제조업,중소기업,관계없음,학력무관,"경기도   시흥시  엠티브이27로 30, 지비","시급
                  
                    
                    
                      
                      9,860원
                    
                  
                  
                  
                    
                      
                      
                        ~ 9,860원",주 5일 근무,기간의 정함이 없는 근로계약,"기숙사제공
                    
                    
                    
                    
                      식사제공(2식)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJKO002403180008&rtnTarget=list10
범용밀링기조작원 모집(5호기 밀링조작 경력자) ,주식회사 성화스틸,1차 금속제품 도매업,중소기업,"경력
	                 	
	                 	   (최소 1년 0 개월 이상)
	                  	
                  
                  우대",학력무관,경기도   안산시  단원구 번영2로 13,"월급
                  
                    
                      310만원
                    
                    
                  
                  
                    이상",주 5일 근무,기간의 정함이 없는 근로계약,식사제공(1식),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K151422403180021&rtnTarget=list1
[생산부] 성남시 캔디업체 포장 담당자/주5일/정규직 전환(배합X) ,（주）고궁,과자류 및 코코아 제품 제조업,중소기업,관계없음,학력무관,"경기도   성남시  중원구 둔촌대로 537  (상대원동, 쌍용아이티트윈타워)","시급
                  
                    
                    
                      
                      9,860원
                    
                  
                  
                  
                    
                      
                      
                        ~ 9,860원",주 5일 근무,기간의 정함이 있는 근로계약,식사제공(1식),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K151632403180023&rtnTarget=list2
"건설업(교량) F.C.M교량상부공사 현장직구함(철근공,목공,보조공,등등 내국인+외국인) ",（주）태성건설,콘크리트 및 철근 공사업,중소기업,관계없음,학력무관,경상남도   합천군  대병면 서부로 1860-35,"일급
                  
                    
                    
                      
                      150,000원
                    
                  
                  
                  
                    
                      
                      
                        ~ 210,000원",주 6일 근무,기간의 정함이 있는 근로계약,"기숙사제공
                    
                    
                    
                    
                      식사제공(3식)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K161132403180020&rtnTarget=list3
인사/총무/원가 관리사원 ,동방노보펌(주)화성지점,"금속 문, 창, 셔터 및 관련제품 제조업",,관계없음,학력무관,"경기도   화성시  장안면 장안로227번길 166-56, 화성지점","연봉
                  
                    
                      3,000만원
                    
                    
                  
                  
                  
                    
                      
                        ~ 3,000만원",주 5일 근무,기간의 정함이 없는 근로계약,"기숙사제공
                    통근버스제공
                    
                    
                    
                      식사제공(1식)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K151152403180067&rtnTarget=list4
[2024년 K-시흥 대규모 채용박람회]] 해외영업관리 직원 모집 ,주식회사지비,건설 및 채광용 기계장비 제조업,중소기업,관계없음,학력무관,"경기도   시흥시  엠티브이27로 30, 지비","연봉
                  
                    
                      3,500만원
                    
                    
                  
                  
                  
                    
                      
                        ~ 4,000만원",주 5일 근무,기간의 정함이 없는 근로계약,"기숙사제공
                    
                    
                    
                    
                      식사제공(1식)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJKO002403180005&rtnTarget=list5
