JobTitle,JobVolunteerExperience,RequiredExperienceMonths,PreferredExperienceMonths,JobVolunteerEducation,WeeklyWorkdays,Workdays,JobPayment,MinMonthlyPayment,MaxMonthlyPayment,JobContractType,JobBenefits,CompanyName,CompanyIndustry,CompanySize,CompanyLocation
용접사 정규직 모집 ,신입,,,학력무관,주 5일 근무,5,"연봉 2,900만원 ~ 3,000만원",2416666.0,2500000.0,기간 무정함,식사제공(2식),주식회사다산이엔지,반도체 제조용 기계 제조업,중소기업,경기도   화성시  동탄산단2길 58  (방교동)
소고기 가공장에서 일하실 분 모집합니다.(외국인가능) ,신입,,,학력무관,주 5일 근무,5,월급 200만원 ~ 210만원,2000000.0,2100000.0,기간 무정함(파트타임),차량유지비제공 식사제공(1식),(주)축산기업,육류 포장육 및 냉동육 가공업 (가금류 제외),중소기업,경상북도   안동시  노하1길 110  (노하동)
[시흥시 방산동] 생산 직원 구인_1명 ,신입,,,학력무관,주 5일 근무,5,월급 250만원 ~ 250만원,2500000.0,2500000.0,기간 무정함,,주식회사예림필터,공기 조화장치 제조업,중소기업,"경기도   시흥시  신현로 462, . (방산동)"
복층유리제작 (코킹가능) 사원 모집합니다 ,경력 (최소 5년 0 개월 이상) 우대,,60,학력무관,주 5일 근무,5,"연봉 2,900만원 ~ 4,000만원",2416666.0,3333333.0,기간 무정함,식사제공(1식),주식회사우리창호산업,그 외 기타 달리 분류되지 않은 제품 제조업,중소기업,경기도   파주시  하지석길 301  (하지석동)
"자사 서비스 APP 개발자(안드로이드,iOS) 채용 공고 ",경력 (최소 5년 0 개월 이상) 우대,,60,대졸(4년) ~ 박사,주 5일 근무,5,"연봉 3,600만원 이상",3000000.0,,기간 정함,,주식회사 휴먼밸런스,종합 스포츠시설 운영업,중소기업,"부산광역시   해운대구  수영강변대로 140  (우동, 부산문화콘텐츠콤플렉스)"
현장근로자모집합니다(자동차엔진해체작업)장년층모집 가능 ,신입,,,학력무관,주 6일 근무,6,월급 206만원 ~ 206만원,2060000.0,2060000.0,기간 무정함,식사제공(1식),조영스틸주식회사,그 외 기타 금속가공업,중소기업,경기도   김포시  대곶면 종생로 87-67
"PCE합성 생산부(주,야 교대) 직원 모집합니다. ",관계없음,,,고졸 ~ 대졸(4년),주 5일 근무,5,"연봉 4,400만원 ~ 4,600만원",3666666.0,3833333.0,기간 무정함,기숙사제공 식사제공(2식),주식회사플로우텍,그 외 기타 분류 안된 화학제품 제조업,중소기업,"충청남도   천안시  동남구 풍세면 풍세산단3로 79, (주)플로우텍"
"PCE합성 생산부(포장,출하) 직원 모집합니다. ",관계없음,,,고졸 ~ 대졸(4년),주 5일 근무,5,"연봉 3,200만원 ~ 3,200만원",2666666.0,2666666.0,기간 무정함,기숙사제공 식사제공(1식),주식회사플로우텍,그 외 기타 분류 안된 화학제품 제조업,중소기업,"충청남도   천안시  동남구 풍세면 풍세산단3로 79, (주)플로우텍"
제조업 경리사무직 모집 ,관계없음,,,학력무관,주 5일 근무,5,월급 206만원 ~ 206만원,2060000.0,2060000.0,기간 무정함,식사제공(1식),주성SMT,전자부품 실장기판 제조업,,"충청북도   청주시  청원구 충청대로 326, 주성SMT (주성동, 주성SMT)"
목장에서 사육관리직원 모집합니다 ,관계없음,,,학력무관,주 5일 근무,5,월급 220만원 이상,2200000.0,,기간 무정함,기숙사제공 식사제공(3식),경반농장,양돈업,,경기도   가평군  가평읍 석봉로191번길 193-22
육포가공 생산직 사원 모집 ,신입,,,학력무관,주 5일 근무,5,"시급 9,860원 이상",1577600.0,,기간 정함,기숙사제공 통근버스제공 식사제공(1식),주식회사신화엠에스,육류 포장육 및 냉동육 가공업 (가금류 제외),중소기업,"경상남도   김해시  생림면 인제로 707-61, 2층"
범용선반 및 밀링 기술자 또는 견습생 모집 ,관계없음,,,학력무관,주 6일 근무,6,월급 250만원 ~ 350만원,2500000.0,3500000.0,기간 무정함,,주식회사 신강실업,가공 공작기계 제조업,중소기업,경기도   시흥시  봉우재로209번길 40  (정왕동)
버섯재배 농업단순 생산직 모집 ,관계없음,,,학력무관,주 6일 근무,6,"시급 9,860원 이상",1577600.0,,기간 무정함,,이창규농장,작물 재배업,,경기도   여주시  가남읍 양화로 67
종이제품 생산직 모집-종이제품생산직(기계조작) ,신입,,,학력무관,주 5일 근무,5,"연봉 2,472만원 이상",2060000.0,,기간 무정함,기숙사제공 식사제공(3식),주식회사강인,기타 종이 상자 및 용기 제조업,중소기업,"경기도   화성시  비봉면 화성로1616번길 19-19, 주)강인"
"정수기 제조공장 출하물류,현장물류 채용 ",관계없음,,,학력무관,주 5일 근무,5,"시급 10,000원 ~ 12,000원",1600000.0,1920000.0,기간 무정함,통근버스제공 식사제공(2식),(주)우림엠에스,상용 인력 공급 및 인사관리 서비스업,중소기업,"경기도   화성시  마도면 청원산단2길 76, 오비오주식회사"
에스테크(주) 자동차부품 프레스생산 직원 모집 ※『 24년 3월 안산 919취업광장』 참여업체 ,관계없음,,,학력무관,주 5일 근무,5,월급 250만원 ~ 300만원,2500000.0,3000000.0,기간 무정함,통근버스제공,에스테크(주),그 외 금속 압형제품 제조업,중소기업,"경기도   안산시  단원구 첨단로181번길 19, 시화공단 5바 725호 (성곡동)"
서울우유 안산공장 지게차운전(입식) 직원모집 ,경력 (최소 1년 0 개월 이상) 우대,,12,학력무관,주 5일 근무,5,월급 300만원 ~ 350만원,3000000.0,3500000.0,기간 정함,통근버스제공,（주）유니에스,고용 알선업,중견기업,"경기도   안산시  단원구 성곡로 153, 서울우유 안산공장 (신길동)"
생산직 직원모집 ,경력 (최소 2년 0 개월 이상) 우대,,24,고졸 ~ 대졸(4년),주 5일 근무,5,월급 206만원 이상,2060000.0,,기간 무정함,기숙사제공 통근버스제공 차량유지비제공 식사제공(1식),(주)포스텍,유선 통신장비 제조업,중소기업,"경기도   안산시  단원구 엠티브이20로12번길 40, (주)포스텍 (성곡동)"
식품제조 사무 직원(경리) 모집합니다 ,경력 (최소 5년 1 개월 이상) 우대,,61,고졸 ~ 대졸(4년),주 5일 근무,5,월급 230만원 이상,2300000.0,,기간 무정함,통근버스제공 식사제공(1식),(주)유성수산,수산물 가공식품 도매업,중소기업,"전라남도   여수시  망양로 445-8  (만흥동, 유성수산)"
버스사업부 남여 생산직 사원 모집 ,관계없음,,,학력무관,주 5일 근무,5,월급 250만원 ~ 350만원,2500000.0,3500000.0,기간 무정함,기숙사제공 통근버스제공 식사제공(3식),오광ENG,그 외 기타 달리 분류되지 않은 제품 제조업,중소기업,경상남도   함양군  수동면 산업단지길 148
플라스틱 사출 직원 구인합니다.(외국인우대) ,관계없음,,,학력무관,주 5일 근무,5,월급 206만원 이상,2060000.0,,기간 무정함,식사제공(2식),주식회사알리(ALI),그 외 자동차용 신품 부품 제조업,중소기업,"인천광역시   남동구  남동서로330번길 43, 남촌동"
철구조물 도장작업시 단순 노무 및 보조공 구합니다 ,신입,,,학력무관,주 6일 근무,6,월급 250만원 ~ 300만원,2500000.0,3000000.0,기간 무정함,기숙사제공 식사제공(3식),신우에스피주식회사,철골 및 관련 구조물 공사업,중소기업,경기도   화성시  서신면 제부로654번길 71
"한국외국인학교 스쿨버스 동승보호자 모집 (판교, 위례, 매탄 등) ",관계없음,,,대졸(2~3년) ~ 대졸(4년),주 4일 근무,4,"시급 11,000원 ~ 11,000원",1760000.0,1760000.0,기간 정함,,한국외국인학교,교육 서비스업,기타,경기도   성남시  분당구 대왕판교로385번길 27  (백현동)
(주)연하 조명장치 생산직 사원 모집 ,관계없음,,,학력무관,주 5일 근무,5,월급 210만원 ~ 220만원,2100000.0,2200000.0,기간 무정함,식사제공(1식),주식회사 연하,전구 및 램프 제조업,중소기업,경기도   화성시  팔탄면 온천로460번길 27
새한레미콘(생산직 직원) 모집합니다. ,관계없음,,,학력무관,주 5일 근무,5,"연봉 2,900만원 ~ 3,300만원",2416666.0,2750000.0,기간 무정함,식사제공(1식),주식회사새한레미콘,레미콘 제조업,중소기업,"경기도   가평군  가평읍 상천고갯길 236-13, 경기도 가평군 가평읍 상천고갯길 236-13"
농업단순종사원 구합니다. ,관계없음,,,학력무관,주 6일 근무,6,"시급 9,860원 이상",1577600.0,,기간 무정함,,배리작목반,농업,,"경상북도   경주시  배리2길 6-5, - (배동)"
에스비 QC 대리급 인원 모집 공고 ,경력 (최소 1년 0 개월 이상) 우대,,12,학력무관,주 5일 근무,5,"연봉 3,240만원 이상",2700000.0,,기간 무정함,식사제공(1식),주식회사에스비,그 외 기타 분류 안된 섬유제품 제조업,중소기업,울산광역시   울주군  상북면 길천산업로 457
생산직 단순 종사원 ,관계없음,,,학력무관,주 5일 근무,5,"시급 9,860원 이상",1577600.0,,기간 무정함,기숙사제공 식사제공(2식),(주)대정고분자산업천안공장,"고무, 화학섬유 및 플라스틱 성형기 제조업",,충청남도   천안시  동남구 목천읍 진주골길 33
파이프재단(슬리터) 슬리팅 오퍼레이터 경력직 모집 ,경력 (최소 1년 0 개월 이상) 우대,,12,학력무관,주 5일 근무,5,"시급 14,672원 이상",2347520.0,,기간 무정함,식사제공(1식) 직원대출제도,태양철관공업(주),구조용 금속제품 제조업,중소기업,경기도   안산시  단원구 신원로133번길 71  (신길동)
대현주식회사 - 출하 및 생산지원 ,관계없음,,,학력무관,주 5일 근무,5,"연봉 3,000만원 이상",2500000.0,,기간 무정함,기숙사제공 식사제공(1식),대현주식회사,"콘크리트 타일, 기와, 벽돌 및 블록 제조업",중소기업,충청북도   진천군  이월면 수청길 196
선박거주구 전처리(P/B)사원 모집합니다. ,관계없음,,,학력무관,주 6일 근무,6,"일급 120,000원 ~ 170,000원",2400000.0,3400000.0,기간 정함,식사제공(1식),주식회사대정기업,강선 건조업,중소기업,울산광역시   울주군  온산읍 당월로 216-18  (주)세진중공업)
"2024년 인천외국인종합지원센터 직원(베트남어, 영어 상담원) 채용 공고 ",관계없음,,,학력무관,주 4일 근무,4,"시급 11,400원 이상",1824000.0,,기간 정함(파트타임),,인천외국인종합지원센터,사회복지 상담서비스 제공업,기타,인천광역시   남동구  예술로192번길 40  (구월동)
경력직] 경리 모집 ,경력 (최소 5년 0 개월 이상) 필수,60,,학력무관,주 5일 근무,5,"연봉 3,000만원 이상",2500000.0,,기간 무정함,식사제공(1식),오션코리아 주식회사,자동차용 신품 동력전달장치 제조업,중소기업,대구광역시   달서구  성서로36길 42  (월암동)
"초보환영 가족을 모십니다. 제관, 취부,(초보자환영/신입가능) ",관계없음,,,학력무관,주 5일 근무,5,"연봉 3,500만원 ~ 4,500만원",2916666.0,3750000.0,기간 무정함,기숙사제공 식사제공(1식),(주)태화정공군산지점,차체 및 특장차 제조업,,전라북도   군산시  자유로 57  (소룡동)
"화장품 포장 라벨작업모집(화성,평택) ",관계없음,,,학력무관,주 5일 근무,5,월급 214만원 이상,2140000.0,,기간 무정함,통근버스제공,"케이에스팩주식회사(KSPACK,INC.)",포장 및 충전업,중소기업,"경기도   평택시  청북읍 고렴산단로 51, 케이에스팩"
[한국외국인학교] IT 사무직 직원 채용(정규직) ,관계없음,,,학력무관,주 5일 근무,5,,,,,,,,,
[역삼동 /삼오제약] 안내데스크 사원모집 ,관계없음,,,학력무관,주 5일 근무,5,,,,,,,,,
서울소재 외국인학교 AP Accountant (계약직 - 육아휴직 대체) 채용 ,관계없음,,,학력무관,주 5일 근무,5,,,,,,,,,
강화생태체험센터(GEEC) - 강화도 석모도수목원 영어회화강사 ,관계없음,,,학력무관,주 5일 근무,5,,,,,,,,,
영어 원어민강사 리크루터 사무보조 채용 ,관계없음,,,학력무관,주 5일 근무,5,,,,,,,,,
생산직 모집 ,신입,,,학력무관,주 5일 근무,5,"시급 9,860원 이상",1577600.0,,기간 무정함,차량유지비제공 식사제공(1식),JS산업,그 외 자동차용 신품 부품 제조업,중소기업,"세종특별자치시     부강면 부강금호로 301, JS산업"
5톤차량 운전직원모집 ,경력 (최소 3년 0 개월 이상) 필수,36,,학력무관,주 5일 근무,5,월급 206만원 ~ 300만원,2060000.0,3000000.0,기간 무정함,식사제공(1식),건우플라텍,포장용 플라스틱 성형용기 제조업,,"경기도   시흥시  공단1대로80번길 68  (정왕동, 시화공단1라306)"
부산지방고용노동청 외국인고용허가제 다국어상담원 채용 모집 공고 ,관계없음,,,학력무관,주 5일 근무,5,,,,,,,,,
외국인복지센터 통역지원 ,경력 (최소 1년 0 개월 이상) 우대,,12,학력무관,주 5일 근무,5,월급 244만원 ~ 244만원,2440000.0,2440000.0,기간 정함,,사단법인 부천이주민지원센터,그 외 기타 비거주 복지 서비스업,기타,"경기도   부천시  원미구 계남로 336, 3층"
캐셔 및 판매지원 담당자 모집 (경력무관) ,관계없음,,,학력무관,주 6일 근무,6,월급 210만원 이상,2100000.0,,기간 무정함(파트타임),식사제공(1식),주식회사씨케이글로벌네트(CKglobalnet),종합 소매업,중소기업,서울특별시   은평구  증산로 379  (신사동)
*3/21[안산919 취업광장 참여업체] 산업인력공단 안산 외국인력상담센터 상담사모집 ,관계없음,,,학력무관,주 5일 근무,5,월급 207만원 ~ 217만원,2070000.0,2170000.0,기간 정함,,(주)휴넥트,그 외 기타 분류 안된 사업지원 서비스업,중견기업,"경기도   안산시  단원구 고잔2길 16, 에머랄드빌딩 3층 (고잔동)"
철근가공 현장직(초보 및 경력) ,신입,,,학력무관,주 5일 근무,5,월급 210만원 이상,2100000.0,,기간 무정함,기숙사제공 식사제공(3식),주식회사화인산업,콘크리트 및 철근 공사업,,충청북도   음성군  감곡면 음성로 2328
co2용접및 조립원(피스체결) ,관계없음,,,학력무관,주 5일 근무,5,"시급 10,000원 ~ 18,000원",1600000.0,2880000.0,기간 무정함,식사제공(1식),원진산업,기타 구조용 금속제품 제조업,,경상남도   김해시  한림면 김해대로974번길 130-17
[서울/서초] 치위생사 선생님 모십니다.-신입/경력 ,관계없음,,,대졸(2~3년) ~ 대졸(4년),주 5일 근무,5,"연봉 3,000만원 ~ 4,000만원",2500000.0,3333333.0,기간 무정함,식사제공(1식),강남브라운치과,그 외 기타 보건업,,"서울특별시   서초구  강남대로85길 5  (반포동, 대유타워)"
식품회사 회계&총무 업무 지원 일반 사무원 모집 ,경력 (최소 5년 0 개월 이상) 우대,,60,학력무관,주 5일 근무,5,"연봉 2,600만원 이상",2166666.0,,기간 무정함,통근버스제공 차량유지비제공 식사제공(1식),청우식품,육류 기타 가공 및 저장처리업 (가금류 제외),중소기업,경기도   이천시  신둔면 석동로79번길 33
생산직 모집(농산물 단순 전처리) ,관계없음,,,학력무관,주 5일 근무,5,"시급 9,860원 이상",1577600.0,,기간 정함,통근버스제공,프레시플러스 주식회사 공주 제4공장,기타 과실ㆍ채소 가공 및 저장 처리업,,충청남도   공주시  탄천면 산디길 5-10
co2용접원(산업기능요원도 지원가능) ,관계없음,,,학력무관,주 5일 근무,5,"시급 9,860원 이상",1577600.0,,기간 무정함,식사제공(1식),주식회사대창금속,그 외 자동차용 신품 부품 제조업,중소기업,전북특별자치도   완주군  봉동읍 완주산단5로 97-8
용접 보조 조공 제관 보조 구인 ,관계없음,,,학력무관,주 5일 근무,5,월급 220만원 ~ 240만원,2200000.0,2400000.0,기간 무정함,식사제공(1식),주식회사혜성하이테크,기타 제품 제조업,중소기업,경기도   광주시  곤지암읍 신대길 139-10
생산직 사원 모집(농산물 단순 전처리) ,관계없음,,,학력무관,주 5일 근무,5,"시급 9,860원 이상",1577600.0,,기간 정함,통근버스제공,프레시플러스 주식회사 공주 제1공장,기타 과실ㆍ채소 가공 및 저장 처리업,,충청남도   공주시  계룡면 노루목길 143
생산직 사원 모집(농산물 단순 전처리) ,관계없음,,,학력무관,주 5일 근무,5,"시급 9,860원 이상",1577600.0,,기간 정함,통근버스제공,프레시플러스 주식회사 공주 제3공장,기타 과실ㆍ채소 가공 및 저장 처리업,,충청남도   공주시  계룡면 노루목길 142
[특수강] 범용밀링조작 ,관계없음,,,중졸 ~ 대졸(4년),주 5일 근무,5,월급 230만원 이상,2300000.0,,기간 무정함,식사제공(1식),진영지에이티주식회사,그 외 기타 1차 철강 제조업,중소기업,"경기도   시흥시  공단3대로 143, 시화공단2바904호 다동 (정왕동)"
생산직 사원 모집(농산물 단순 전처리) ,관계없음,,,학력무관,주 5일 근무,5,"시급 9,860원 이상",1577600.0,,기간 정함,통근버스제공 식사제공(1식),프레시플러스 주식회사 공주 제2공장,기타 과실ㆍ채소 가공 및 저장 처리업,,충청남도   공주시  계룡면 노루목길 137
철근가공 사원 모집(초보 및 경력) ,관계없음,,,학력무관,주 5일 근무,5,월급 210만원 이상,2100000.0,,기간 무정함,기숙사제공 식사제공(3식),(주)골든스카이스틸,콘크리트 및 철근 공사업,중소기업,충청북도   음성군  감곡면 음성로 2328
외국인 경마인력 통역사 파견직 채용(영어) ,경력 (최소 1년 0 개월 이상) 필수,12,,학력무관,주 6일 근무,6,월급 261만원 ~ 261만원,2610000.0,2610000.0,기간 정함,,대신종합관리(주),인력 공급업,중소기업,"경기도   과천시  경마공원대로 107, 서울경마공원 (주암동)"
생산직 사원 모집 ,관계없음,,,학력무관,주 5일 근무,5,"시급 10,000원 이상",1600000.0,,기간 무정함,기숙사제공 식사제공(3식),삼화비철공업(주),"기타 비철금속 압연, 압출 및 연신 제품 제조업",중소기업,경상남도   함안군  군북면 오장골길 156
경리사무원 모집 ,관계없음,,,학력무관,주 5일 근무,5,월급 220만원 이상,2200000.0,,기간 무정함(파트타임),식사제공(1식),주식회사현대레이저,기타 구조용 금속제품 제조업,중소기업,"인천광역시   남동구  은청로 82, 현대레이저 (고잔동, 75블럭4롯트)"
회계 및 총무사무원 1명 모집 ,경력 (최소 1년 0 개월 이상) 우대,,12,학력무관,주 5일 근무,5,월급 250만원 이상,2500000.0,,기간 무정함,식사제공(1식),주식회사해찬송학,면세점,중소기업,경기도   고양시  덕양구 행주산성로 38  (행주외동)
[동구청채용대행]삼진식품 생산직사원 모집합니다. ,관계없음,,,학력무관,주 6일 근무,6,월급 250만원 이상,2500000.0,,기간 무정함,,삼진식품,가금류 가공 및 저장 처리업,중소기업,대전광역시   동구  합내로 14  (가양동)
용접사 구합니다. ,경력 (최소 10년 0 개월 이상) 필수,120,,학력무관,주 5일 근무,5,월급 300만원 ~ 300만원,3000000.0,3000000.0,기간 무정함,식사제공(2식),（주）케이에스씨,강주물 주조업,중소기업,"경상남도   김해시  장유로115번길 50-91, 케이에스씨 (부곡동)"
용접사님 구합니다. ,경력 (최소 1년 0 개월 이상) 필수,12,,학력무관,주 5일 근무,5,"연봉 3,180만원 ~ 3,840만원",2650000.0,3200000.0,기간 무정함,식사제공(2식),우리공업주식회사,강주물 주조업,중소기업,"경상남도   김해시  장유로115번길 49-8, 우리공업"
농업단순노무자 ,관계없음,,,학력무관,주 6일 근무,6,"시급 9,860원 이상",1577600.0,,기간 무정함,기숙사제공,두선농장,시설작물 재배업,,"경기도   이천시  백사면 원적로532번길 19-76, 신대리 528,526,527,529-1"
단순경리사무원모집합니다.(주3일근무) ,관계없음,,,학력무관,주 3일 근무,3,"시급 12,000원 ~ 12,000원",1920000.0,1920000.0,기간 무정함(파트타임),,주식회사광동엘앤씨,그 외 기타 달리 분류되지 않은 제품 제조업,중소기업,"인천광역시   계양구  벌말로565번길 40, 평동54-13"
가구 생산직 구인합니다 ,관계없음,,,학력무관,주 5일 근무,5,월급 206만원 ~ 210만원,2060000.0,2100000.0,기간 무정함,식사제공(1식),아인가구,기타 목재가구 제조업,,경기도   포천시  가산면 궁말3길 30
블럭 선행의장 - 용접 및 취부사 모집 ,경력 (최소 3년 0 개월 이상) 필수,36,,학력무관,주 5일 근무,5,월급 400만원 이상,4000000.0,,기간 무정함,기숙사제공 식사제공(3식),유한회사 탑이엔지,선박 구성 부분품 제조업,중소기업,전라남도   영암군  삼호읍 대불로 93  (현대삼호중공업내)
[더컴퍼니씨협동조합] 디자이너(경력) 모집 ,경력 (최소 2년 0 개월 이상) 필수,24,,학력무관,주 5일 근무,5,월급 250만원 ~ 250만원,2500000.0,2500000.0,기간 정함,,더컴퍼니씨 협동조합(The Company C),기타 인문 및 사회과학 연구개발업,중소기업,"대구광역시   중구  태평로 160, 5층 마이크로웨이브 142호 (북성로1가, 대구스테이션센터)"
경리사무원 모집 ,경력 (최소 2년 0 개월 이상) 필수,24,,학력무관,주 5일 근무,5,월급 206만원 이상,2060000.0,,기간 무정함,식사제공(1식),(주)현보피혁양주공장(현보Tech),모피 및 가죽 제조업,,경기도   양주시  백석읍 권율로1253번길 52-54
제노에너지 회계/총무부문 채용 ,경력 (최소 2년 0 개월 이상) 우대,,24,고졸 ~ 대졸(4년),주 5일 근무,5,"연봉 2,800만원 이상",2333333.0,,기간 무정함,기숙사제공 통근버스제공 차량유지비제공 식사제공(2식),제노에너지(주),일차전지 제조업,중소기업,경기도   화성시  남양읍 무하로 70-7
선원모집 ,관계없음,,,학력무관,주 6일 근무,6,"시급 9,860원 이상",1577600.0,,기간 무정함,기숙사제공 식사제공(3식),금랑호,연근해 어업,,경상북도   울진군  후포면 삼덕로 120
올리고(All We Go) JOB 매칭데이 with 부천시 19데이 ] - 생산직 채용 ,관계없음,,,고졸,주 5일 근무,5,"시급 9,860원 ~ 9,860원",1577600.0,1577600.0,기간 정함,,(주)유신메디칼,그 외 기타 의료용 기기 제조업,중소기업,"경기도   부천시  원미구 조마루로427번길 36, . (원미동)"
경리 직원 모집 ,경력 (최소 3년 0 개월 이상) 우대,,36,학력무관,주 5일 근무,5,월급 230만원 ~ 250만원,2300000.0,2500000.0,기간 무정함,차량유지비제공 식사제공(1식),주식회사우신테크산업,그 외 기타 가구 제조업,중소기업,경상남도   김해시  한림면 김해대로1434번길 10-3
농업 단순노무 직원 모집 ,관계없음,,,학력무관,주 6일 근무,6,"시급 9,860원 이상",1577600.0,,기간 무정함,기숙사제공,이춘호농장,작물재배 및 축산 복합농업,,경기도   이천시  백사면 청백리로697번길 143
선원구합니다. ,관계없음,,,학력무관,주 6일 근무,6,"시급 9,860원 이상",1577600.0,,기간 무정함,,태웅호,어업,기타,경상북도   포항시  남구 구룡포읍 하정로 23
육가공회사 성형 기술자 및 초보자 모집 ,경력 (최소 1년 6 개월 이상) 우대,,18,학력무관,주 5일 근무,5,월급 230만원 ~ 230만원,2300000.0,2300000.0,기간 무정함(파트타임),,농업회사법인(주)진식품,육류 포장육 및 냉동육 가공업 (가금류 제외),중소기업,강원특별자치도   원주시  호저면 호저로 516-3
한성화교소학교 세척실 직원 모집 ,신입,,,학력무관,주 5일 근무,5,"시급 10,000원 ~ 10,000원",1600000.0,1600000.0,기간 정함,식사제공(1식),한성화교소학교,초등학교,,서울특별시   중구  명동2길 35  (명동2가)
유제품 생산직 채용(제조 및 포장) ,관계없음,,,학력무관,주 5일 근무,5,"시급 9,860원 ~ 9,860원",1577600.0,1577600.0,기간 무정함,식사제공(1식),코리아푸드(KOREAFOOD),액상시유 및 기타 낙농제품 제조업,,경상남도   김해시  주촌면 서부로1295번길 106-21
남.여 생산직 직원모집 주간/2교대/(외국인가능) ,관계없음,,,학력무관,주 5일 근무,5,,,,,,,,,
단순노무(철강재 입출고 및 써큐 밴드쏘우 절단 작업) ,관계없음,,,학력무관,주 5일 근무,5,월급 290만원 ~ 320만원,2900000.0,3200000.0,기간 무정함,교육비제공 식사제공(중식비지급),주식회사진양철강사,1차 금속제품 도매업,중소기업,경기도   화성시  팔탄면 하저자안로 33
[한국외국인학교] 사무행정 신입(경력) 교직원 채용 (정규직) ,관계없음,,,학력무관,주 5일 근무,5,,,,,,,,,
"식품회사/화성정남/초보,외국인가능/주야2교대/월296만/통근버스운행 ",관계없음,,,학력무관,주 5일 근무,5,,,,,,,,,
[아산]월290~/쾌적한환경/주5일/잔업많음/특근없음/쉬운업무 ,관계없음,,,학력무관,주 5일 근무,5,,,,,,,,,
"대기업 1군 건설사 하이테크 원가 및 공정관리 전문가 (건축사, 기술사) 해외근무 ",관계없음,,,학력무관,주 5일 근무,5,,,,,,,,,
단순생산작업 정규직모집 ,관계없음,,,학력무관,주 5일 근무,5,"시급 9,860원 ~ 9,860원",1577600.0,1577600.0,기간 무정함,식사제공(2식),주식회사후성2공장,도장 및 기타 피막처리업,,전북특별자치도   완주군  봉동읍 테크노밸리3로 56
용림개발 인도네시아 통역 및 관리 구인(*외국인 채용) ,관계없음,,,학력무관,주 5일 근무,5,월급 270만원 ~ 270만원,2700000.0,2700000.0,기간 무정함,,(주)용림개발,고용 알선업,중소기업,"서울특별시   동작구  장승배기로 64  64, 202호 (상도동)"
판금 부품제조(생산) 단순인력 채용 ,신입,,,학력무관,주 5일 근무,5,월급 250만원 ~ 300만원,2500000.0,3000000.0,기간 무정함,식사제공(2식),주식회사 브이피시스템,반도체 제조용 기계 제조업,중소기업,경기도   안성시  대덕면 모산로 332
바비엥-1 리셉션 직원 모집 ,관계없음,,,학력무관,주 5일 근무,5,월급 220만원 ~ 230만원,2200000.0,2300000.0,기간 무정함,,"주식회사 에이에이치코리아(AHKOREA Co.,Ltd.)",비주거용 건물 임대업,중소기업,"서울특별시   중구  통일로 102, 201호 (의주로1가, 바비엥1차)"
식품분야 단순생산직 모집(외국인지원가능) ,관계없음,,,학력무관,주 6일 근무,6,월급 266만원 이상,2660000.0,,기간 무정함,기숙사제공 식사제공(1식),주식회사에코미트,그 외 기타 식료품 제조업,중소기업,충청남도   아산시  염치읍 석정길 190
경리 사무원 모집 ,경력 (최소 2년 0 개월 이상) 우대,,24,학력무관,주 5일 근무,5,월급 220만원 ~ 220만원,2200000.0,2200000.0,기간 무정함,기숙사제공 통근버스제공 식사제공(2식),주식회사강림산기,건설 및 채광용 기계장비 제조업,중소기업,경상남도   창원시  마산합포구 진북면 산단1길 129
생산 관리자 모집합니다. ,관계없음,,,학력무관,주 5일 근무,5,월급 300만원 ~ 320만원,3000000.0,3200000.0,기간 무정함,식사제공(1식),주식회사한일이앤지,그 외 기타 1차 철강 제조업,중소기업,경기도   용인시  처인구 모현읍 외개일로 12-8
"남녀 생산직 사원모집 / 영천,경산,대구,경주 통근버스 운행 ",관계없음,,,학력무관,주 5일 근무,5,"시급 9,860원 이상",1577600.0,,기간 무정함,통근버스제공 식사제공(1식),원석산업 주식회사,자동차 차체용 신품 부품 제조업,,경상북도   영천시  본촌공단1길 9  (본촌동)
정수기 조립 인원 채용 ,관계없음,,,학력무관,주 5일 근무,5,"시급 10,000원 ~ 10,000원",1600000.0,1600000.0,기간 무정함,통근버스제공 식사제공(2식),(주)우림엠에스,상용 인력 공급 및 인사관리 서비스업,중소기업,"경기도   화성시  마도면 청원산단2길 76, 오비오주식회사"
[코리아골프볼 주식회사] 행정 및 총무 직원 모집합니다. ,관계없음,,,고졸 ~ 대졸(2~3년),주 5일 근무,5,월급 230만원 이상,2300000.0,,기간 무정함,식사제공(1식),(주)포즈,그 외 기타 고무제품 제조업,중소기업,경기도   포천시  신북면 신평로 214
에어제트룸 화섬제직공장 제직원구함 ,경력 (최소 2년 0 개월 이상) 필수,24,,학력무관,주 6일 근무,6,"시급 9,860원 ~ 9,860원",1577600.0,1577600.0,기간 무정함,식사제공(1식),주식회사창성섬유,화학섬유직물 직조업,중소기업,대구광역시   달서구  성서로36길 34
알루미늄 합금 공장 단순 노동직 직원 모집(주야간교대근무) ,관계없음,,,학력무관,주 5일 근무,5,"연봉 4,200만원 ~ 4,500만원",3500000.0,3750000.0,기간 무정함,기숙사제공 식사제공(3식),주식회사충남알루미늄,알루미늄주물 주조업,중소기업,충청남도   서산시  대산읍 죽엽로 285-15
